Time (ms),Device,Action,Details
1747483884015,Keyboard,Press,Key: a
1747483884191,Keyboard,Release,Key: a
1747483884511,Keyboard,Press,Key: d
1747483884847,Keyboard,Release,Key: d
1747483886005,Keyboard,Press,Key: a
1747483886776,Keyboard,Release,Key: a
1747483887406,Keyboard,Release,Key: w
1747483908908,Keyboard,Press,Key: w
1747483909202,Keyboard,Press,Key: shift
1747483922743,Keyboard,Release,Key: shift
1747483923909,Keyboard,Press,Key: shift
1747483925032,Keyboard,Release,Key: shift
1747483926778,Keyboard,Press,Key: a
1747483927163,Keyboard,Release,Key: a
1747483928438,Keyboard,Press,Key: d
1747483928715,Keyboard,Release,Key: d
1747483931869,Keyboard,Press,Key: shift
1747483936684,Keyboard,Release,Key: shift
1747483938396,Keyboard,Press,Key: d
1747483938507,Keyboard,Release,Key: d
1747483948965,Keyboard,Press,Key: a
1747483949184,Keyboard,Release,Key: a
1747483949881,Keyboard,Press,Key: shift
1747483950341,Keyboard,Press,Key: a
1747483950451,Keyboard,Release,Key: a
1747483950560,Keyboard,Release,Key: shift
1747483950995,Keyboard,Press,Key: f
1747483951129,Keyboard,Release,Key: f
1747483952262,Keyboard,Press,Key: a
1747483952397,Keyboard,Release,Key: a
1747483953312,Keyboard,Press,Key: f
1747483953444,Keyboard,Release,Key: f
1747483954627,Keyboard,Press,Key: d
1747483954787,Keyboard,Release,Key: d
1747483955064,Keyboard,Press,Key: shift
1747483955885,Keyboard,Release,Key: shift
1747483956893,Keyboard,Press,Key: space
1747483957169,Keyboard,Release,Key: space
1747483957991,Keyboard,Press,Key: shift
1747483958722,Keyboard,Release,Key: shift
1747483959241,Keyboard,Press,Key: a
1747483959610,Keyboard,Release,Key: w
1747483959962,Keyboard,Press,Key: s
1747483960181,Keyboard,Release,Key: a
1747483960215,Keyboard,Press,Key: a
1747483960340,Keyboard,Release,Key: a
1747483960786,Keyboard,Press,Key: a
1747483961473,Keyboard,Release,Key: s
1747483961683,Keyboard,Press,Key: w
1747483962026,Keyboard,Release,Key: a
1747483963378,Keyboard,Press,Key: shift
1747483964142,Keyboard,Release,Key: shift
1747483965476,Keyboard,Press,Key: a
1747483965787,Keyboard,Release,Key: a
1747483969471,Keyboard,Press,Key: a
1747483970293,Keyboard,Release,Key: a
1747483970780,Keyboard,Press,Key: a
1747483970906,Keyboard,Release,Key: a
1747483971435,Keyboard,Press,Key: a
1747483972317,Keyboard,Release,Key: a
1747483972912,Keyboard,Press,Key: a
1747483973239,Keyboard,Release,Key: a
1747483973575,Keyboard,Press,Key: shift
1747483975865,Keyboard,Press,Key: d
1747483975977,Keyboard,Release,Key: d
1747483977578,Keyboard,Release,Key: shift
1747483978158,Keyboard,Press,Key: shift
1747483978619,Keyboard,Release,Key: shift
1747483979987,Keyboard,Press,Key: shift
1747483980550,Keyboard,Release,Key: shift
1747483981330,Keyboard,Press,Key: shift
1747483981682,Keyboard,Release,Key: shift
1747483985081,Keyboard,Release,Key: w
1747483991492,Keyboard,Press,Key: w
1747483995880,Keyboard,Press,Key: d
1747483996604,Keyboard,Release,Key: d
1747483999054,Keyboard,Press,Key: d
1747484001010,Keyboard,Release,Key: d
1747484002932,Keyboard,Press,Key: shift
1747484003560,Keyboard,Press,Key: a
1747484003946,Keyboard,Release,Key: a
1747484003964,Keyboard,Release,Key: shift
1747484006851,Keyboard,Release,Key: w
1747484067281,Keyboard,Press,Key: space
1747484067398,Keyboard,Release,Key: space
1747484098237,Keyboard,Press,Key: a
1747484099957,Keyboard,Press,Key: w
1747484100730,Keyboard,Release,Key: a
1747484101375,Keyboard,Release,Key: w
1747484101526,Keyboard,Press,Key: w
1747484113822,Keyboard,Press,Key: d
1747484114637,Keyboard,Release,Key: d
1747484116661,Keyboard,Press,Key: d
1747484116744,Keyboard,Release,Key: d
1747484123375,Keyboard,Press,Key: a
1747484123804,Keyboard,Release,Key: w
1747484124618,Keyboard,Press,Key: w
1747484125489,Keyboard,Release,Key: a
1747484126429,Keyboard,Press,Key: a
1747484126522,Keyboard,Release,Key: a
1747484135165,Keyboard,Press,Key: a
1747484135292,Keyboard,Release,Key: a
1747484136736,Keyboard,Press,Key: d
1747484137264,Keyboard,Release,Key: d
1747484137507,Keyboard,Press,Key: a
1747484137643,Keyboard,Release,Key: a
1747484137902,Keyboard,Release,Key: w
1747484138557,Keyboard,Press,Key: w
1747484138826,Keyboard,Press,Key: d
1747484141394,Keyboard,Release,Key: d
1747484143888,Keyboard,Press,Key: a
1747484144198,Keyboard,Release,Key: a
1747484144558,Keyboard,Release,Key: w
1747484145129,Keyboard,Press,Key: a
1747484145608,Keyboard,Press,Key: w
1747484147050,Keyboard,Release,Key: a
1747484147169,Keyboard,Press,Key: a
1747484147430,Keyboard,Release,Key: a
1747484173689,Keyboard,Release,Key: w
1747484178433,Keyboard,Press,Key: space
1747484178531,Keyboard,Release,Key: space
1747484179629,Keyboard,Press,Key: space
1747484179731,Keyboard,Release,Key: space
1747484267589,Keyboard,Press,Key: w
1747484268462,Keyboard,Press,Key: a
1747484268721,Keyboard,Release,Key: a
1747484268899,Keyboard,Release,Key: w
1747484269561,Keyboard,Press,Key: d
1747484269602,Keyboard,Press,Key: w
1747484270450,Keyboard,Release,Key: d
1747484270887,Keyboard,Press,Key: shift
1747484271960,Keyboard,Release,Key: shift
1747484273143,Keyboard,Press,Key: a
1747484273228,Keyboard,Release,Key: a
1747484276684,Keyboard,Press,Key: d
1747484277047,Keyboard,Release,Key: d
1747484277867,Keyboard,Press,Key: d
1747484277985,Keyboard,Release,Key: d
1747484279924,Keyboard,Press,Key: d
1747484280344,Keyboard,Release,Key: d
1747484280714,Keyboard,Press,Key: a
1747484281109,Keyboard,Release,Key: a
1747484282703,Keyboard,Press,Key: shift
1747484284810,Keyboard,Release,Key: shift
1747484285289,Keyboard,Press,Key: d
1747484285549,Keyboard,Release,Key: d
1747484286967,Keyboard,Press,Key: shift
1747484287941,Keyboard,Release,Key: shift
1747484288606,Keyboard,Press,Key: a
1747484289628,Keyboard,Release,Key: a
1747484289729,Keyboard,Press,Key: a
1747484290593,Keyboard,Release,Key: a
1747484291290,Keyboard,Release,Key: w
1747484292146,Keyboard,Press,Key: e
1747484292358,Keyboard,Release,Key: e
1747484292708,Keyboard,Press,Key: e
1747484295000,Keyboard,Release,Key: e
1747484295319,Keyboard,Press,Key: d
1747484295864,Keyboard,Press,Key: w
1747484296150,Keyboard,Release,Key: d
1747484296226,Keyboard,Release,Key: w
1747484296620,Keyboard,Press,Key: e
1747484297696,Keyboard,Release,Key: e
1747484301558,Keyboard,Press,Key: e
1747484301635,Keyboard,Release,Key: e
1747484302003,Keyboard,Press,Key: e
1747484302817,Keyboard,Release,Key: e
1747484309172,Keyboard,Press,Key: s
1747484309450,Keyboard,Press,Key: a
1747484309802,Keyboard,Release,Key: s
1747484310138,Keyboard,Press,Key: w
1747484310449,Keyboard,Release,Key: a
1747484312119,Keyboard,Press,Key: a
1747484312329,Keyboard,Release,Key: w
1747484313303,Keyboard,Press,Key: w
1747484313396,Keyboard,Release,Key: a
1747484314093,Keyboard,Release,Key: w
1747484314252,Keyboard,Press,Key: e
1747484315100,Keyboard,Release,Key: e
1747484323703,Keyboard,Press,Key: d
1747484324668,Keyboard,Press,Key: w
1747484326163,Keyboard,Release,Key: d
1747484326473,Keyboard,Release,Key: w
1747484327085,Keyboard,Press,Key: a
1747484327161,Keyboard,Release,Key: a
1747484327420,Keyboard,Press,Key: e
1747484328579,Keyboard,Release,Key: e
1747484366017,Keyboard,Press,Key: d
1747484366838,Keyboard,Press,Key: w
1747484366982,Keyboard,Release,Key: d
1747484368964,Keyboard,Press,Key: d
1747484369182,Keyboard,Release,Key: d
1747484369223,Keyboard,Release,Key: w
1747484411715,Keyboard,Press,Key: space
